#F CompoundsNIST.dat
#C  This file has been created by CompoundsNIST.py using xraylib
#C  This file belongs to the DABAX library. 
#C  DABAX files are at: http://ftp.esrf.eu/pub/scisoft/DabaxFiles/
#UT NIST Compounds and Mixtures (formula, density and composition)
#UD NIST Compounds and Mixtures (formula, density and composition)
#UD 
#UD This file contains composition and densities of a list of usual 
#UD materials. Data comes from:
#UD 3) NIST (from A-150 TISSUE-EQUIVALENT PLASTIC to WATER, LIQUID) Ref:
#UD    https://physics.nist.gov/PhysRefData/XrayMassCoef/tab4.html
#UD 
#UD Data follows the same convention as in xraylib (https://github.com/tschoonj/xraylib/)
#UD Data is arranged in a number of lines equal to the number of 
#UD elements in the mixtute sorted by Z. 
#UD The column description is: 
#UD  1: Elements (the Z value)
#UD  2: massFractions (the weight fractions)
#UD  
#UD The additional keywords are defined (as in the xraylib compound dictionary): 
#UD    #Uname
#UD    #UnElements
#UD    #Udensity
#UD 


#S 0 A-150 Tissue-Equivalent Plastic
#Uname A-150 Tissue-Equivalent Plastic
#UnElements 6
#Udensity 1.127
#N 2
#L Elements  massFractions
17 0.482342

#S 48 Dichlorodiethyl Ether
#Uname Dichlorodiethyl Ether
#UnElements 4
#Udensity 1.2199
#N 2
#L Elements  massFractions
1 0.056381
6 0.335942
8 0.111874
17 0.495802

#S 49 1,2-Dichloroethane
#Uname 1,2-Dichloroethane
#UnElements 3
#Udensity 1.2351
#N 2
#L Elements  massFractions
1 0.04074
6 0.242746
17 0.716515

#S 50 Diethyl Ether
#Uname Diethyl Ether
#UnElements 3
#Udensity 0.71378
#N 2
#L Elements  massFractions
1 0.135978
6 0.648171
8 0.215851

#S 51 N,N-Dimethyl Formamide
#Uname N,N-Dimethyl Formamide
#UnElements 4
#Udensity 0.9487
#N 2
#L Elements  massFractions
1 0.096523
6 0.492965
7 0.191625
8 0.218887

#S 52 Dimethyl Sulfoxide
#Uname Dimethyl Sulfoxide
#UnElements 4
#Udensity 1.1014
#N 2
#L Elements  massFractions
1 0.077403
6 0.307467
8 0.204782
16 0.410348

#S 53 Ethane
#Uname Ethane
#UnElements 2
#Udensity 0.001253
#N 2
#L Elements  massFractions
1 0.201115
6 0.798885

#S 54 Ethyl Alcohol
#Uname Ethyl Alcohol
#UnElements 3
#Udensity 0.7893
#N 2
#L Elements  massFractions
1 0.131269
6 0.521438
8 0.347294

#S 55 Ethyl Cellulose
#Uname Ethyl Cellulose
#UnElements 3
#Udensity 1.13
#N 2
#L Elements  massFractions
1 0.090027
6 0.585182
8 0.324791

#S 56 Ethylene
#Uname Ethylene
#UnElements 2
#Udensity 0.001175
#N 2
#L Elements  massFractions
1 0.143711
6 0.856289

#S 57 Eye Lens (ICRP)
#Uname Eye Lens (ICRP)
#UnElements 4
#Udensity 1.1
#N 2
#L Elements  massFractions
1 0.099269
6 0.19371
7 0.05327
8 0.653751

#S 58 Ferric Oxide
#Uname Ferric Oxide
#UnElements 2
#Udensity 5.2
#N 2
#L Elements  massFractions
8 0.300567
26 0.699433

#S 59 Ferroboride
#Uname Ferroboride
#UnElements 2
#Udensity 7.15
#N 2
#L Elements  massFractions
5 0.162174
26 0.837826

#S 60 Ferrous Oxide
#Uname Ferrous Oxide
#UnElements 2
#Udensity 5.7
#N 2
#L Elements  massFractions
8 0.222689
26 0.777311

#S 61 Ferrous Sulfate Dosimeter Solution
#Uname Ferrous Sulfate Dosimeter Solution
#UnElements 7
#Udensity 1.024
#N 2
#L Elements  massFractions
1 0.108259
7 2.7e-05
8 0.878636
11 2.2e-05
16 0.012968
17 3.4e-05
26 5.4e-05

#S 62 Freon-12
#Uname Freon-12
#UnElements 3
#Udensity 1.12
#N 2
#L Elements  massFractions
6 0.099335
9 0.314247
17 0.586418

#S 63 Freon-12B2
#Uname Freon-12B2
#UnElements 3
#Udensity 1.8
#N 2
#L Elements  massFractions
6 0.057245
9 0.181096
35 0.761659

#S 64 Freon-13
#Uname Freon-13
#UnElements 3
#Udensity 0.95
#N 2
#L Elements  massFractions
6 0.114983
9 0.545622
17 0.339396

#S 65 Freon-13B1
#Uname Freon-13B1
#UnElements 3
#Udensity 1.5
#N 2
#L Elements  massFractions
6 0.080659
9 0.382749
35 0.536592

#S 66 Freon-13I1
#Uname Freon-13I1
#UnElements 3
#Udensity 1.8
#N 2
#L Elements  massFractions
6 0.061309
9 0.290924
53 0.647767

#S 67 Gadolinium Oxysulfide
#Uname Gadolinium Oxysulfide
#UnElements 3
#Udensity 7.44
#N 2
#L Elements  massFractions
8 0.084528
16 0.08469
64 0.830782

#S 68 Gallium Arsenide
#Uname Gallium Arsenide
#UnElements 2
#Udensity 5.31
#N 2
#L Elements  massFractions
31 0.482019
33 0.517981

#S 69 Gel in Photographic Emulsion
#Uname Gel in Photographic Emulsion
#UnElements 5
#Udensity 1.2914
#N 2
#L Elements  massFractions
1 0.08118
6 0.41606
7 0.11124
8 0.38064
16 0.01088

#S 70 Glass, Pyrex
#Uname Glass, Pyrex
#UnElements 6
#Udensity 2.23
#N 2
#L Elements  massFractions
5 0.040064
8 0.539562
11 0.028191
13 0.011644
14 0.37722
19 0.003321

#S 71 Glass, Lead
#Uname Glass, Lead
#UnElements 5
#Udensity 6.22
#N 2
#L Elements  massFractions
8 0.156453
14 0.080866
22 0.008092
33 0.002651
82 0.751938

#S 72 Glass, Plate
#Uname Glass, Plate
#UnElements 4
#Udensity 2.4
#N 2
#L Elements  massFractions
8 0.4598
11 0.096441
14 0.336553
20 0.107205

#S 73 Glucose
#Uname Glucose
#UnElements 3
#Udensity 1.54
#N 2
#L Elements  massFractions
1 0.071204
6 0.363652
8 0.565144

#S 74 Glutamine
#Uname Glutamine
#UnElements 4
#Udensity 1.46
#N 2
#L Elements  massFractions
1 0.068965
6 0.410926
7 0.191681
8 0.328427

#S 75 Glycerol
#Uname Glycerol
#UnElements 3
#Udensity 1.2613
#N 2
#L Elements  massFractions
1 0.087554
6 0.391262
8 0.521185

#S 76 Guanine
#Uname Guanine
#UnElements 4
#Udensity 1.58
#N 2
#L Elements  massFractions
1 0.033346
6 0.39738
7 0.463407
8 0.105867

#S 77 Gypsum, Plaster of Paris
#Uname Gypsum, Plaster of Paris
#UnElements 4
#Udensity 2.32
#N 2
#L Elements  massFractions
1 0.023416
8 0.557572
16 0.186215
20 0.232797

#S 78 N-Heptane
#Uname N-Heptane
#UnElements 2
#Udensity 0.68376
#N 2
#L Elements  massFractions
1 0.160937
6 0.839063

#S 79 N-Hexane
#Uname N-Hexane
#UnElements 2
#Udensity 0.6603
#N 2
#L Elements  massFractions
1 0.163741
6 0.836259

#S 80 Kapton Polyimide Film
#Uname Kapton Polyimide Film
#UnElements 4
#Udensity 1.42
#N 2
#L Elements  massFractions
1 0.026362
6 0.691133
7 0.07327
8 0.209235

#S 81 Lanthanum Oxybromide
#Uname Lanthanum Oxybromide
#UnElements 3
#Udensity 6.28
#N 2
#L Elements  massFractions
8 0.068138
35 0.340294
57 0.591568

#S 82 Lanthanum Oxysulfide
#Uname Lanthanum Oxysulfide
#UnElements 3
#Udensity 5.86
#N 2
#L Elements  massFractions
8 0.0936
16 0.093778
57 0.812622

#S 83 Lead Oxide
#Uname Lead Oxide
#UnElements 2
#Udensity 9.53
#N 2
#L Elements  massFractions
8 0.071682
82 0.928318

#S 84 Lithium Amide
#Uname Lithium Amide
#UnElements 3
#Udensity 1.178
#N 2
#L Elements  massFractions
1 0.087783
3 0.302262
7 0.609955

#S 85 Lithium Carbonate
#Uname Lithium Carbonate
#UnElements 3
#Udensity 2.11
#N 2
#L Elements  massFractions
3 0.187871
6 0.16255
8 0.649579

#S 86 Lithium Fluoride
#Uname Lithium Fluoride
#UnElements 2
#Udensity 2.635
#N 2
#L Elements  massFractions
3 0.267585
9 0.732415

#S 87 Lithium Hydride
#Uname Lithium Hydride
#UnElements 2
#Udensity 0.82
#N 2
#L Elements  massFractions
1 0.126797
3 0.873203

#S 88 Lithium Iodide
#Uname Lithium Iodide
#UnElements 2
#Udensity 3.494
#N 2
#L Elements  massFractions
3 0.051858
53 0.948142

#S 89 Lithium Oxide
#Uname Lithium Oxide
#UnElements 2
#Udensity 2.013
#N 2
#L Elements  massFractions
3 0.46457
8 0.53543

#S 90 Lithium Tetraborate
#Uname Lithium Tetraborate
#UnElements 3
#Udensity 2.44
#N 2
#L Elements  massFractions
3 0.082085
5 0.25568
8 0.662235

#S 91 Lung (ICRP)
#Uname Lung (ICRP)
#UnElements 13
#Udensity 1.05
#N 2
#L Elements  massFractions
1 0.101278
6 0.10231
7 0.02865
8 0.757072
11 0.00184
12 0.00073
15 0.0008
16 0.00225
17 0.00266
19 0.00194
20 9e-05
26 0.00037
30 1e-05

#S 92 M3 Wax
#Uname M3 Wax
#UnElements 5
#Udensity 1.05
#N 2
#L Elements  massFractions
1 0.114318
6 0.655823
8 0.092183
12 0.134792
20 0.002883

#S 93 Magnesium Carbonate
#Uname Magnesium Carbonate
#UnElements 3
#Udensity 2.958
#N 2
#L Elements  massFractions
6 0.142455
8 0.569278
12 0.288267

#S 94 Magnesium Fluoride
#Uname Magnesium Fluoride
#UnElements 2
#Udensity 3
#N 2
#L Elements  massFractions
9 0.609883
12 0.390117

#S 95 Magnesium Oxide
#Uname Magnesium Oxide
#UnElements 2
#Udensity 3.58
#N 2
#L Elements  massFractions
8 0.396964
12 0.603036

#S 96 Magnesium Tetraborate
#Uname Magnesium Tetraborate
#UnElements 3
#Udensity 2.53
#N 2
#L Elements  massFractions
5 0.240837
8 0.62379
12 0.135373

#S 97 Mercuric Iodide
#Uname Mercuric Iodide
#UnElements 2
#Udensity 6.36
#N 2
#L Elements  massFractions
53 0.55856
80 0.44144

#S 98 Methane
#Uname Methane
#UnElements 2
#Udensity 0.000667
#N 2
#L Elements  massFractions
1 0.251306
6 0.748694

#S 99 Methanol
#Uname Methanol
#UnElements 3
#Udensity 0.7914
#N 2
#L Elements  massFractions
1 0.125822
6 0.374852
8 0.499326

#S 100 Mix D Wax
#Uname Mix D Wax
#UnElements 5
#Udensity 0.99
#N 2
#L Elements  massFractions
1 0.13404
6 0.77796
8 0.03502
12 0.038594
22 0.014386

#S 101 MS20 Tissue Substitute
#Uname MS20 Tissue Substitute
#UnElements 6
#Udensity 1
#N 2
#L Elements  massFractions
1 0.081192
6 0.583442
7 0.017798
8 0.186381
12 0.130287
17 0.0009

#S 102 Muscle, Skeletal
#Uname Muscle, Skeletal
#UnElements 13
#Udensity 1.04
#N 2
#L Elements  massFractions
1 0.100637
6 0.10783
7 0.02768
8 0.754773
11 0.00075
12 0.00019
15 0.0018
16 0.00241
17 0.00079
19 0.00302
20 3e-05
26 4e-05
30 5e-05

#S 103 Muscle, Striated
#Uname Muscle, Striated
#UnElements 9
#Udensity 1.04
#N 2
#L Elements  massFractions
1 0.101997
6 0.123
7 0.035
8 0.729003
11 0.0008
12 0.0002
15 0.002
16 0.005
19 0.003

#S 104 Muscle-Equivalent Liquid, with Sucrose
#Uname Muscle-Equivalent Liquid, with Sucrose
#UnElements 4
#Udensity 1.11
#N 2
#L Elements  massFractions
1 0.098234
6 0.156214
7 0.035451
8 0.7101

#S 105 Muscle-Equivalent Liquid, without Sucrose
#Uname Muscle-Equivalent Liquid, without Sucrose
#UnElements 4
#Udensity 1.07
#N 2
#L Elements  massFractions
1 0.101969
6 0.120058
7 0.035451
8 0.742522

#S 106 Naphthalene
#Uname Naphthalene
#UnElements 2
#Udensity 1.145
#N 2
#L Elements  massFractions
1 0.062909
6 0.937091

#S 107 Nitrobenzene
#Uname Nitrobenzene
#UnElements 4
#Udensity 1.19867
#N 2
#L Elements  massFractions
1 0.040935
6 0.585374
7 0.113773
8 0.259918

#S 108 Nitrous Oxide
#Uname Nitrous Oxide
#UnElements 2
#Udensity 0.001831
#N 2
#L Elements  massFractions
7 0.636483
8 0.363517

#S 109 Nylon, Du Pont ELVAmide 8062
#Uname Nylon, Du Pont ELVAmide 8062
#UnElements 4
#Udensity 1.08
#N 2
#L Elements  massFractions
1 0.103509
6 0.648415
7 0.099536
8 0.148539

#S 110 Nylon, type 6 and type 6/6
#Uname Nylon, type 6 and type 6/6
#UnElements 4
#Udensity 1.14
#N 2
#L Elements  massFractions
1 0.097976
6 0.636856
7 0.123779
8 0.141389

#S 111 Nylon, type 6/10
#Uname Nylon, type 6/10
#UnElements 4
#Udensity 1.14
#N 2
#L Elements  massFractions
1 0.107062
6 0.680449
7 0.099189
8 0.1133

#S 112 Nylon, type 11 (Rilsan)
#Uname Nylon, type 11 (Rilsan)
#UnElements 4
#Udensity 1.425
#N 2
#L Elements  massFractions
1 0.115476
6 0.720819
7 0.076417
8 0.087289

#S 113 Octane, Liquid
#Uname Octane, Liquid
#UnElements 2
#Udensity 0.7026
#N 2
#L Elements  massFractions
1 0.158821
6 0.841179

#S 114 Paraffin Wax
#Uname Paraffin Wax
#UnElements 2
#Udensity 0.93
#N 2
#L Elements  massFractions
1 0.148605
6 0.851395

#S 115 N-Pentane
#Uname N-Pentane
#UnElements 2
#Udensity 0.6262
#N 2
#L Elements  massFractions
1 0.167635
6 0.832365

#S 116 Photographic Emulsion
#Uname Photographic Emulsion
#UnElements 8
#Udensity 3.815
#N 2
#L Elements  massFractions
1 0.0141
6 0.072261
7 0.01932
8 0.066101
16 0.00189
35 0.349103
47 0.474105
53 0.00312

#S 117 Plastic Scintillator (Vinyltoluene based)
#Uname Plastic Scintillator (Vinyltoluene based)
#UnElements 2
#Udensity 1.032
#N 2
#L Elements  massFractions
1 0.085
6 0.915

#S 118 Plutonium Dioxide
#Uname Plutonium Dioxide
#UnElements 2
#Udensity 11.46
#N 2
#L Elements  massFractions
8 0.118055
94 0.881945

#S 119 Polyacrylonitrile
#Uname Polyacrylonitrile
#UnElements 3
#Udensity 1.17
#N 2
#L Elements  massFractions
1 0.056983
6 0.679056
7 0.263962

#S 120 Polycarbonate (Makrolon, Lexan)
#Uname Polycarbonate (Makrolon, Lexan)
#UnElements 3
#Udensity 1.2
#N 2
#L Elements  massFractions
1 0.055491
6 0.755751
8 0.188758

#S 121 Polychlorostyrene
#Uname Polychlorostyrene
#UnElements 3
#Udensity 1.3
#N 2
#L Elements  massFractions
1 0.061869
6 0.696325
17 0.241806

#S 122 Polyethylene
#Uname Polyethylene
#UnElements 2
#Udensity 0.94
#N 2
#L Elements  massFractions
1 0.143711
6 0.856289

#S 123 Polyethylene Terephthalate (Mylar)
#Uname Polyethylene Terephthalate (Mylar)
#UnElements 3
#Udensity 1.4
#N 2
#L Elements  massFractions
1 0.041959
6 0.625017
8 0.333025

#S 124 Polymethyl Methacralate (Lucite, Perspex)
#Uname Polymethyl Methacralate (Lucite, Perspex)
#UnElements 3
#Udensity 1.19
#N 2
#L Elements  massFractions
1 0.080538
6 0.599848
8 0.319614

#S 125 Polyoxymethylene
#Uname Polyoxymethylene
#UnElements 3
#Udensity 1.425
#N 2
#L Elements  massFractions
1 0.067135
6 0.400017
8 0.532848

#S 126 Polypropylene
#Uname Polypropylene
#UnElements 2
#Udensity 0.9
#N 2
#L Elements  massFractions
1 0.143711
6 0.856289

#S 127 Polystyrene
#Uname Polystyrene
#UnElements 2
#Udensity 1.06
#N 2
#L Elements  massFractions
1 0.077418
6 0.922582

#S 128 Polytetrafluoroethylene (Teflon)
#Uname Polytetrafluoroethylene (Teflon)
#UnElements 2
#Udensity 2.2
#N 2
#L Elements  massFractions
6 0.240183
9 0.759817

#S 129 Polytrifluorochloroethylene
#Uname Polytrifluorochloroethylene
#UnElements 3
#Udensity 2.1
#N 2
#L Elements  massFractions
6 0.20625
9 0.489354
17 0.304395

#S 130 Polyvinyl Acetate
#Uname Polyvinyl Acetate
#UnElements 3
#Udensity 1.19
#N 2
#L Elements  massFractions
1 0.070245
6 0.558066
8 0.371689

#S 131 Polyvinyl Alcohol
#Uname Polyvinyl Alcohol
#UnElements 3
#Udensity 1.3
#N 2
#L Elements  massFractions
1 0.091517
6 0.545298
8 0.363185

#S 132 Polyvinyl Butyral
#Uname Polyvinyl Butyral
#UnElements 3
#Udensity 1.12
#N 2
#L Elements  massFractions
1 0.092802
6 0.680561
8 0.226637

#S 133 Polyvinyl Chloride
#Uname Polyvinyl Chloride
#UnElements 3
#Udensity 1.3
#N 2
#L Elements  massFractions
1 0.04838
6 0.38436
17 0.56726

#S 134 Polyvinylidene Chloride, Saran
#Uname Polyvinylidene Chloride, Saran
#UnElements 3
#Udensity 1.7
#N 2
#L Elements  massFractions
1 0.020793
6 0.247793
17 0.731413

#S 135 Polyvinylidene Fluoride
#Uname Polyvinylidene Fluoride
#UnElements 3
#Udensity 1.76
#N 2
#L Elements  massFractions
1 0.03148
6 0.375141
9 0.593379

#S 136 Polyvinyl Pyrrolidone
#Uname Polyvinyl Pyrrolidone
#UnElements 4
#Udensity 1.25
#N 2
#L Elements  massFractions
1 0.081616
6 0.648407
7 0.126024
8 0.143953

#S 137 Potassium Iodide
#Uname Potassium Iodide
#UnElements 2
#Udensity 3.13
#N 2
#L Elements  massFractions
19 0.235528
53 0.764472

#S 138 Potassium Oxide
#Uname Potassium Oxide
#UnElements 2
#Udensity 2.32
#N 2
#L Elements  massFractions
8 0.169852
19 0.830148

#S 139 Propane
#Uname Propane
#UnElements 2
#Udensity 0.001879
#N 2
#L Elements  massFractions
1 0.182855
6 0.817145

#S 140 Propane, Liquid
#Uname Propane, Liquid
#UnElements 2
#Udensity 0.43
#N 2
#L Elements  massFractions
1 0.182855
6 0.817145

#S 141 N-Propyl Alcohol
#Uname N-Propyl Alcohol
#UnElements 3
#Udensity 0.8035
#N 2
#L Elements  massFractions
1 0.134173
6 0.599595
8 0.266232

#S 142 Pyridine
#Uname Pyridine
#UnElements 3
#Udensity 0.9819
#N 2
#L Elements  massFractions
1 0.06371
6 0.759217
7 0.177073

#S 143 Rubber, Butyl
#Uname Rubber, Butyl
#UnElements 2
#Udensity 0.92
#N 2
#L Elements  massFractions
1 0.143711
